Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2021-01-04,85.89584350585938,87.705186375187,84.9508603421397,87.58128228878026,37324000
2021-01-05,86.58853149414062,86.92591538334669,85.4365378377414,85.84408949685165,20360000
2021-01-06,85.73410034179688,86.7835871141567,84.40147477035065,84.6084852313309,46588000
2021-01-07,88.29487609863281,88.46804417537527,85.92719027657246,85.92719027657246,41936000
2021-01-08,89.46378326416016,89.53991920335396,87.64198775015869,88.43520016542561,35484000
2021-01-11,87.39665985107422,88.79447981255163,87.19015051877497,88.42822700365895,34796000
2021-01-12,86.45814514160156,87.97439454842011,85.4106552853316,86.85275814625061,29528000
2021-01-13,86.94681549072266,87.40164172592644,85.95505131902136,85.95505131902136,23432000
2021-01-14,86.13420104980469,87.95699134492605,85.89285459109898,87.02742972253594,29212000
2021-01-15,85.96997833251953,86.9652201288953,85.17826937574225,86.03964495454214,31444000
2021-01-19,88.79895782470703,89.76284772453106,86.22924282649801,86.73532241988458,41660000
2021-01-20,93.55620574951172,94.53402890494993,90.54261398019355,90.88397660113064,64152000
2021-01-21,93.75924682617188,96.1443436463812,93.52337498466534,94.23199279746329,58634000
2021-01-22,94.177734375,94.76641920003334,93.37855385519987,94.12299577520295,32744000
2021-01-25,94.26332092285156,95.63377526738347,92.51567974733115,95.181933158644,50586000
2021-01-26,94.9435806274414,95.33172432985599,93.36015508295559,93.85080553412007,31462000
2021-01-27,90.51425170898438,93.57611294856794,89.43640469162729,93.29943585845615,82512000
2021-01-28,92.21910858154297,93.95032603866761,91.11438957910407,91.11438957910407,55278000
2021-01-29,90.93324279785156,91.9374443781488,89.64938764556791,91.26465847682226,44530000
2021-02-01,94.20313262939453,95.3212839280985,91.79066267867556,91.79066267867556,40252000
2021-02-02,95.49942779541016,97.00472804938106,94.86495656309498,95.20135334866278,66332000
2021-02-03,102.45417022705078,104.82981339283204,100.19845235959038,102.78907115194251,97882000
2021-02-04,102.19292449951172,102.9726895274493,101.27082695508153,102.54075646793045,48596000
2021-02-05,103.94454956054688,104.29835730952522,102.01228969427049,102.48801214016696,29866000
2021-02-08,103.73006439208984,105.24681488180683,102.67660640780495,104.50038357058834,28828000
2021-02-09,103.27574920654297,104.42624701601513,103.00753080078664,103.24638671715729,21892000
2021-02-10,103.82760620117188,104.44465886939685,102.12375419248004,103.66140099776602,25102000
2021-02-11,103.94055938720703,104.2018073071374,102.95079226487827,104.05252712037256,20480000
