Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2021-01-04,13.079100608825684,13.616687226171331,12.928496685746923,13.069875185198939,560640000
2021-01-05,13.369584083557129,13.408232123108572,13.052667686186886,13.065383910856193,322760000
2021-01-06,12.581409454345703,13.210255355207364,12.552984611764247,13.18781433957946,580424000
2021-01-07,13.308995246887207,13.34265724493693,12.852695877279768,12.933482770253919,461480000
2021-01-08,13.241922378540039,13.385793901900676,13.007788374230879,13.327448019630998,292528000
2021-01-11,13.585766792297363,13.924376609518959,13.327446400909752,13.383548460055362,518344000
2021-01-12,13.449377059936523,13.71842005450195,13.309994119134455,13.716424494239064,291476000
2021-01-13,13.496253967285156,13.589259632838463,13.349889416211195,13.454613529295866,210028000
2021-01-14,13.165620803833008,13.564072669184723,13.145922972626082,13.539387840584494,283120000
2021-01-15,12.825765609741211,13.290293549213,12.814794785631271,13.193298680322158,277780000
2021-01-19,12.991081237792969,13.059650314910332,12.810306141016198,12.98210407137599,226188000
2021-01-20,13.3306884765625,13.395268338939731,13.022499048639284,13.077354122549842,258572000
2021-01-21,13.831122398376465,13.962526891847379,13.21823433925245,13.383299879552478,337780000
2021-01-22,13.676528930664062,13.805440406556494,13.591502657751988,13.703956944733628,246820000
2021-01-25,13.617432594299316,13.792222906843277,13.201775917820182,13.745595479607013,251112000
2021-01-26,13.400006294250488,13.608956084690638,13.352381082541706,13.544874635958216,163980000
2021-01-27,12.88386344909668,13.198036696568142,12.760188188261171,13.195293514907451,371272000
2021-01-28,13.016762733459473,13.30475589750108,12.926500265389267,12.96215686988838,228316000
2021-01-29,12.955673217773438,13.299768427548274,12.877628563577591,13.040699478065463,271552000
2021-02-01,13.20227336883545,13.235934407638668,12.86889982035926,13.019005282355215,217204000
2021-02-02,13.521187782287598,13.536397032264457,13.250648611357782,13.36360226071687,220440000
2021-02-03,13.495007514953613,13.895204851054856,13.481044300306202,13.600230039282984,245408000
2021-02-04,13.62840461730957,13.637630039577589,13.302761193484542,13.49550393934747,201340000
2021-02-05,13.555343627929688,13.701210664076068,13.510212402139373,13.688992855205798,169152000
2021-02-08,14.400871276855469,14.43577930476439,13.69123767691583,13.69123767691583,434624000
2021-02-09,14.225833892822266,14.544994139772516,14.185190289145298,14.303129980095962,287560000
2021-02-10,14.725517272949219,14.865897960955252,14.303876794568637,14.425307273903554,485352000
